AccountCode,Team,Name,Mrg,PinPout,Actual,ExpOptVal,With_Exch,Y_PNL,E_PNL,O_PNL,I_PNL,T_PNL,PL_D0.5U0.5,PL_U0.5D0.5,Client,DT
C171,SIC,HEDGE:1063:SIC:3542,-0.0,0.0,0.0,0.0,0.0,-0.3,-0.686365,0.0,-0.386365,-0.386365,0.0,0.0,3542,02-Apr-2024 14:26:17
C421,SIC,HEDGE:1063:SIC:3552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3552,02-Apr-2024 14:26:17
C422,SIC,HEDGE:1063:SIC:3553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3553,02-Apr-2024 14:26:17
C423,SIC,HEDGE:1063:SIC:3570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3570,02-Apr-2024 14:26:17
C424,SIC,HEDGE:1063:SIC:3583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3583,02-Apr-2024 14:26:17
C425,SIC,HEDGE:1063:SIC:3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584,02-Apr-2024 14:26:17
C427,SIC,HEDGE:1063:SIC:3595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3595,02-Apr-2024 14:26:17
C430,SIC,HEDGE:1063:SIC:3600,-0.0,0.0,0.0,0.0,0.0,-0.1,-0.24382500000000001,0.0,-0.143825,-0.143825,0.0,0.0,3600,02-Apr-2024 14:26:17
C486,SIC,HEDGE:1063:SIC:3605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3605,02-Apr-2024 14:26:17
C569,SIC,HEDGE:1063:SIC:3607,-0.0,0.0,0.0,0.0,0.0,-0.1,-0.24125,0.0,-0.14125,-0.14125,0.0,0.0,3607,02-Apr-2024 14:26:17
C524,SIC,HEDGE:1063:SIC:3610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3610,02-Apr-2024 14:26:17
C696,SIC,HEDGE:1063:SIC:3615,-0.0,0.0,0.0,0.0,0.0,-0.1,-0.23420000000000002,0.0,-0.1342,-0.1342,0.0,0.0,3615,02-Apr-2024 14:26:17
C697,SIC,HEDGE:1063:SIC:3616,-0.0,0.0,0.0,0.0,0.0,-0.1,-0.2403375,0.0,-0.1403375,-0.1403375,0.0,0.0,3616,02-Apr-2024 14:26:17
C698,SIC,HEDGE:1063:SIC:3617,-0.0,0.0,0.0,0.0,0.0,-0.2,-0.451565,0.0,-0.251565,-0.251565,0.0,0.0,3617,02-Apr-2024 14:26:17
C733,SIC,HEDGE:1063:SIC:3618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3618,02-Apr-2024 14:26:17
C781,SIC,HEDGE:1063:SIC:3620,-0.0,0.0,0.0,0.0,0.0,-0.1,-0.23845,0.0,-0.13845,-0.13845,0.0,0.0,3620,02-Apr-2024 14:26:17
C796,SIC,HEDGE:1063:SIC:3621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3621,02-Apr-2024 14:26:17
C890,SIC,HEDGE:1063:SIC:3623,-0.0,0.0,0.0,0.0,0.0,-0.1,-0.2475375,0.0,-0.1475375,-0.1475375,0.0,0.0,3623,02-Apr-2024 14:26:17
C926,SIC,HEDGE:1063:SIC:3624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3624,02-Apr-2024 14:26:17
D034,SIC,HEDGE:1063:SIC:3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3625,02-Apr-2024 14:26:17
C164,SIO,HEDGE:1063:SIO:2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,02-Apr-2024 14:26:17
C163,SIO,HEDGE:1063:SIO:2051,-0.0,-2.0,-2.0,0.0,0.0,-1.0,-2.2776425,0.0,-1.2776425,-1.2776425,1.0,0.0,2051,02-Apr-2024 14:26:17
D047,SIO,HEDGE:1063:SIO:2660,-0.0,-1.0,-1.0,0.0,0.0,-0.6,-1.2635450000000001,0.0,-0.663545,-0.663545,0.0,0.0,2660,02-Apr-2024 14:26:17
C598,SIO,HEDGE:1063:SIO:3596,-0.0,0.0,0.0,0.0,0.0,-0.3,-0.745505,0.0,-0.445505,-0.445505,0.0,0.0,3596,02-Apr-2024 14:26:17
C603,SIO,HEDGE:1063:SIO:3599,-0.0,-1.0,-1.0,0.0,0.0,-0.4,-0.9695475,0.0,-0.5695475,-0.5695475,0.0,0.0,3599,02-Apr-2024 14:26:17
C812,SIO,HEDGE:1063:SIO:3622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3622,02-Apr-2024 14:26:17
C151,SIO,HEDGE:1063:SIO:6760,-0.0,-4.0,-4.0,0.0,-2.0,-2.4,-5.405329999999999,0.0,-3.00533,-3.00533,2.0,0.0,6760,02-Apr-2024 14:26:17
D215,HDG,HEDGE:799X:HDG:2051,-0.0,0.0,0.0,0.0,-98.0,-6.7,-7.551200000000003,-0.8512000000000026,0.0,-0.8512000000000026,16.0,-15.0,2051,02-Apr-2024 14:26:17
D216,HDG,HEDGE:799X:HDG:2056,0.0,0.0,0.0,0.0,0.0,-10.3,-10.3,0.0,0.0,0.0,0.0,0.0,2056,02-Apr-2024 14:26:17
D214,HDG,HEDGE:799X:HDG:9771,-0.0,0.0,0.0,0.0,-42.0,-7.3,-7.661000000000001,-0.3610000000000011,0.0,-0.3610000000000011,7.0,-6.0,9771,02-Apr-2024 14:26:17
C165,NAV,HEMATDAMANI:721X:NAV:6760,4.0,3.0,3.0,0.0,2.0,-0.3,0.81314,0.0,1.11314,1.11314,-5.0,-5.0,6760,02-Apr-2024 14:26:17
C970,KAL,HITESHRAWAL:503X:KAL:6760,3.0,-7.0,-7.0,0.0,-24.0,0.0,-1.044775000000013,-1.2339800000000107,0.1892049999999975,-1.044775000000013,-2.0,-8.0,6760,02-Apr-2024 14:26:17
C300,JPT,ISHANTJAIN:516X:JPT:6760,1.9,0.0,0.0,0.0,0.0,-0.1,0.23132,0.0,0.33132,0.33132,0.0,0.0,6760,02-Apr-2024 14:26:17
C976,VEO,ISYS:1209:VEO:9771,2.8,5.0,5.0,0.0,8.0,3.1,5.812510000000001,1.5879025,1.1246075000000015,2.7125100000000018,-1.0,-3.0,9771,02-Apr-2024 14:26:17
C985,JAS,JASHNANKANI:138X:JAS:6760,0.0,0.0,0.0,0.0,0.0,0.0,0.294125,0.0,0.294125,0.294125,0.0,0.0,6760,02-Apr-2024 14:26:17
D188,JAI,JAYDEEPV:954X:JAI:6760,4.9,3.0,3.0,0.0,17.0,2.6,3.753644999999975,1.6165999999999698,-0.46295499999999495,1.1536449999999747,-2.0,3.0,6760,02-Apr-2024 14:26:17
C233,MUK,JAYESHLODHA:943X:MUK:2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,02-Apr-2024 14:26:17
D014,MUK,JAYESHLODHA:943X:MUK:2051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2051,02-Apr-2024 14:26:17
C397,MUK,JAYESHLODHA:943X:MUK:6760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6760,02-Apr-2024 14:26:17
D212,JAI,JAYESHPARMAR:109X:JAI:6760,2.2,2.0,2.0,0.0,13.0,0.0,0.6810724999999892,0.667412499999989,0.01366000000000039,0.6810724999999892,-1.0,0.0,6760,02-Apr-2024 14:26:17
C090,JAI,JINKALSHAH:113X:JAI:6760,8.4,17.0,17.0,0.0,89.0,1.0,5.2321499999999945,4.136299999999996,0.09584999999999856,4.2321499999999945,-6.0,2.0,6760,02-Apr-2024 14:26:17
D184,JAI,JOGESHMOURYA:939X:JAI:6760,16.8,4.0,4.0,0.0,12.0,6.6,6.610357499999942,0.09839499999994368,-0.08803750000000045,0.010357499999942883,-5.0,-2.0,6760,02-Apr-2024 14:26:17
C860,NAV,JYOTINISHANIA:133X:NAV:6760,0.7,0.0,0.0,0.0,0.0,0.0,0.13606,0.0,0.13606,0.13606,-1.0,-1.0,6760,02-Apr-2024 14:26:17
F010,KAL,KALPESHDESAI:131X:KAL:2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,02-Apr-2024 14:26:17
D200,KAL,KALPESHDESAI:131X:KAL:6760,11.9,3.0,3.0,0.0,1.0,1.2,3.469092499999994,2.7725499999999905,-0.7890074999999965,2.269092499999994,-1.0,-3.0,6760,02-Apr-2024 14:26:17
C177,NAV,KETANKOTHARI:712X:NAV:6760,2.7,1.0,1.0,0.0,0.0,0.4,0.80964,0.0,0.40964,0.40964,-2.0,-3.0,6760,02-Apr-2024 14:26:17
F004,KAL,KEVINGOPANI:924X:KAL:2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,02-Apr-2024 14:26:17
D196,KAL,KEVINGOPANI:924X:KAL:6760,6.6,25.0,25.0,0.0,-133.0,-20.9,-27.183552500000005,-8.385939999999994,2.1080124999999867,-6.283552500000007,5.0,-6.0,6760,02-Apr-2024 14:26:17
V079,KPT,KPT:912X:KPT:2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,02-Apr-2024 14:26:17
C207,KKC,KRISHNADAMANI:114X:KKC:2757,4.5,1.0,1.0,0.0,0.0,2.1,2.69192,0.1836,0.40832,0.59192,-2.0,-3.0,2757,02-Apr-2024 14:26:17
D012,KKC,KRISHNADAMANI:114X:KKC:2902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2902,02-Apr-2024 14:26:17
C347,KKC,KRISHNADAMANI:114X:KKC:2903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2903,02-Apr-2024 14:26:17
A045,KKD,KRISHNADAMANI:910X:KKD:6760,5.8,1.0,1.0,0.0,0.0,2.3,2.6452,0.0,0.3452,0.3452,-2.0,-3.0,6760,02-Apr-2024 14:26:17
C743,NAF,KRISHNAMALVIA:615X:NAF:9771,0.0,0.0,0.0,0.0,0.0,0.4,0.51565,0.0,0.18315,0.11565,0.0,0.0,9771,02-Apr-2024 14:26:17
C971,JAS,KRUPAVORA:904X:JAS:6760,0.7,6.0,6.0,0.0,5.0,0.3,0.41097000000000006,0.0,0.11097000000000007,0.11097000000000007,-1.0,0.0,6760,02-Apr-2024 14:26:17
C115,JAI,LALITJAIN:104X:JAI:6760,39.5,-77.0,-77.0,0.0,-380.0,-4.5,-3.0530174999996538,0.016287500000404208,1.4306949999999419,1.446982500000346,34.0,0.0,6760,02-Apr-2024 14:26:17
C839,LIC,LIC:704P:LIC:4025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4025,02-Apr-2024 14:26:17
D186,JAI,MANISHNIHARIA:952X:JAI:6760,3.9,1.0,1.0,0.0,27.0,1.3,2.4823724999999808,1.1903899999999832,-0.024017500000002825,1.1823724999999807,-3.0,-1.0,6760,02-Apr-2024 14:26:17
D159,JAI,MANOJDINODIA:948X:JAI:6760,8.4,-17.0,-17.0,0.0,18.0,2.8,4.922072500000148,1.0225400000000442,1.0995325000001033,2.1220725000001477,-2.0,-2.0,6760,02-Apr-2024 14:26:17
A051,KKD,MEGHADAMANI:129X:KKD:6760,2.5,0.0,0.0,0.0,0.0,0.6,0.7095,0.0,0.10949999999999999,0.10949999999999999,-1.0,-2.0,6760,02-Apr-2024 14:26:17
C334,SHR,MIHIRSHAH:523X:SHR:6760,-0.0,1.0,1.0,0.0,-1.0,0.4,1.1908749999999997,0.37490000000000057,0.41597499999999943,0.7908749999999997,0.0,0.0,6760,02-Apr-2024 14:26:17
C120J,JAI,MILANDOSHI:116X:JAI:6760,5.9,9.0,9.0,0.0,37.0,0.6,1.2775675000000022,0.6914375000000015,-0.013869999999998836,0.6775675000000023,0.0,1.0,6760,02-Apr-2024 14:26:17
F007,KAL,MILANSHAH:128X:KAL:2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,02-Apr-2024 14:26:17
D198,KAL,MILANSHAH:128X:KAL:6760,2.5,2.0,2.0,0.0,-8.0,-0.7,0.1927849999999971,-0.26668000000001024,1.1594650000000075,0.892784999999997,0.0,-1.0,6760,02-Apr-2024 14:26:17
C996,HEC,MISC:705X:HEC:2928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2928,02-Apr-2024 14:26:17
C997,HEC,MISC:705X:HEC:2985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2985,02-Apr-2024 14:26:17
C998,HEC,MISC:705X:HEC:2994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2994,02-Apr-2024 14:26:17
C999,HEC,MISC:705X:HEC:3535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3535,02-Apr-2024 14:26:17
D006,HEC,MISC:705X:HEC:3542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3542,02-Apr-2024 14:26:17
C412,HEC,MISC:705X:HEC:3552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3552,02-Apr-2024 14:26:17
C413,HEC,MISC:705X:HEC:3553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3553,02-Apr-2024 14:26:17
C414,HEC,MISC:705X:HEC:3570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3570,02-Apr-2024 14:26:17
C415,HEC,MISC:705X:HEC:3583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3583,02-Apr-2024 14:26:17
C416,HEC,MISC:705X:HEC:3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584,02-Apr-2024 14:26:17
C320,HEC,MISC:705X:HEC:3595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3595,02-Apr-2024 14:26:17
C353,HEC,MISC:705X:HEC:3600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600,02-Apr-2024 14:26:17
C411,HEC,MISC:705X:HEC:3601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3601,02-Apr-2024 14:26:17
C607,HEC,MISC:705X:HEC:3605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3605,02-Apr-2024 14:26:17
C564,HEC,MISC:705X:HEC:3607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3607,02-Apr-2024 14:26:17
C608,HEC,MISC:705X:HEC:3608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3608,02-Apr-2024 14:26:17
C528,HEC,MISC:705X:HEC:3610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3610,02-Apr-2024 14:26:17
C609,HEC,MISC:705X:HEC:3613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3613,02-Apr-2024 14:26:17
C633,HEC,MISC:705X:HEC:3615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3615,02-Apr-2024 14:26:17
C634,HEC,MISC:705X:HEC:3616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3616,02-Apr-2024 14:26:17
C635,HEC,MISC:705X:HEC:3617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3617,02-Apr-2024 14:26:17
C739,HEC,MISC:705X:HEC:3618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3618,02-Apr-2024 14:26:17
D007,HEC,MISC:705X:HEC:3619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3619,02-Apr-2024 14:26:17
C763,HEC,MISC:705X:HEC:3620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3620,02-Apr-2024 14:26:17
C871,HEC,MISC:705X:HEC:3621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3621,02-Apr-2024 14:26:17
D008,HEC,MISC:705X:HEC:3623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3623,02-Apr-2024 14:26:17
D009,HEC,MISC:705X:HEC:3624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3624,02-Apr-2024 14:26:17
D040,HEC,MISC:705X:HEC:3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3625,02-Apr-2024 14:26:17
V084,HEO,MISC:705X:HEO:2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,02-Apr-2024 14:26:17
C799,HEO,MISC:705X:HEO:2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2050,02-Apr-2024 14:26:17
V083,HEO,MISC:705X:HEO:2051,0.0,0.0,0.0,0.0,0.0,-1.1,-1.1,0.0,0.0,0.0,0.0,0.0,2051,02-Apr-2024 14:26:17
C995,HEO,MISC:705X:HEO:2056,0.0,0.0,0.0,0.0,0.0,9.9,9.9,0.0,0.0,0.0,0.0,0.0,2056,02-Apr-2024 14:26:17
D075,HEO,MISC:705X:HEO:2660,0.0,0.0,0.0,0.0,0.0,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,2660,02-Apr-2024 14:26:17
C323,HEO,MISC:705X:HEO:3577,0.0,0.0,0.0,0.0,0.0,0.0,-0.056000000000000015,0.0,-0.056000000000000015,-0.056000000000000015,0.0,0.0,3577,02-Apr-2024 14:26:17
C604,HEO,MISC:705X:HEO:3596,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,3596,02-Apr-2024 14:26:17
C605,HEO,MISC:705X:HEO:3599,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,3599,02-Apr-2024 14:26:17
C606,HEO,MISC:705X:HEO:3602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3602,02-Apr-2024 14:26:17
C807,HEO,MISC:705X:HEO:3622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3622,02-Apr-2024 14:26:17
C325,KLC,MISC:709X:KLC:2922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2922,02-Apr-2024 14:26:17
C326,KLC,MISC:709X:KLC:2928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2928,02-Apr-2024 14:26:17
K034,KLC,MISC:709X:KLC:2985,0.1,0.0,0.0,0.0,0.0,1.3,1.3928700000000005,0.12967000000000048,-0.03680000000000002,0.09287000000000047,0.0,0.0,2985,02-Apr-2024 14:26:17
C327,KLC,MISC:709X:KLC:2994,0.0,0.0,0.0,0.0,0.0,0.8,1.0343725000000001,0.2688725000000001,-0.03449999999999998,0.23437250000000018,0.0,0.0,2994,02-Apr-2024 14:26:17
C328,KLC,MISC:709X:KLC:3535,0.0,0.0,0.0,0.0,0.0,0.4,0.6254525000000005,0.25762250000000053,-0.032169999999999976,0.2254525000000005,0.0,0.0,3535,02-Apr-2024 14:26:17
F020,KAL,MITESHPAREKH:926X:KAL:2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,02-Apr-2024 14:26:17
D201,KAL,MITESHPAREKH:926X:KAL:6760,7.2,0.0,0.0,0.0,5.0,4.7,3.5502599999999696,-0.510800000000037,-0.5462399999999936,-1.1497400000000308,-2.0,-1.0,6760,02-Apr-2024 14:26:17
C049,NAV,MOHITBHATTAR:928X:NAV:6760,2.5,1.0,1.0,0.0,0.0,0.6,1.65464,0.0,1.05464,1.05464,-2.0,-3.0,6760,02-Apr-2024 14:26:17
D182,SIX,MSS:1361:SIX:6760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6760,02-Apr-2024 14:26:17
C885,MUK,MUKESHJAIN:134X:MUK:6760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6760,02-Apr-2024 14:26:17
C435,NAI,NAMITBAGADIA:604X:NAI:9771,6.5,-24.0,-24.0,0.0,-118.0,-9.6,-12.967274999999994,-10.622587499999995,7.255312500000001,-3.367274999999995,9.0,-12.0,9771,02-Apr-2024 14:26:17
C001,NAV,NAVNEETBHATTAR:120X:NAV:6760,5.0,-8.0,-20.0,-12.0,-2.0,4.7,6.380502499999998,2.6763149999999984,-0.9958125,1.6805024999999976,-4.0,0.0,6760,02-Apr-2024 14:26:17
C475,NAV,NAWROJDAMANI:526X:NAV:6760,2.3,18.0,18.0,0.0,18.0,0.3,0.3196150000000004,0.0,0.019615000000000438,0.019615000000000438,0.0,0.0,6760,02-Apr-2024 14:26:17
C864,JAI,NAYANGADA:533X:JAI:6760,4.2,5.0,-7.0,-12.0,44.0,1.4,6.096937499999999,4.463200000000001,0.23373749999999957,4.6969375,-2.0,-4.0,6760,02-Apr-2024 14:26:17
C841,LIC,NIA:704P:LIC:4018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4018,02-Apr-2024 14:26:17
C866,JAI,NIKITMEHTA:107X:JAI:6760,5.8,15.0,15.0,0.0,29.0,0.9,3.9596899999999975,3.1272999999999986,-0.06761000000000049,3.0596899999999976,0.0,0.0,6760,02-Apr-2024 14:26:17
C742,NAF,NIKUNJSANGHVI:610X:NAF:9771,0.1,1.0,1.0,0.0,0.0,0.1,0.11072499999999975,0.013649999999999773,0.02007499999999998,0.01072499999999975,0.0,0.0,9771,02-Apr-2024 14:26:17
C436,NAS,NILESHSONI:602X:NAS:9771,8.2,2.0,2.0,0.0,147.0,5.2,8.125230000000006,2.919455000000005,0.005775000000000105,2.9252300000000053,-4.0,0.0,9771,02-Apr-2024 14:26:17
D053,NIM,NIMAIJ:206X:NIM:6760,2.5,4.0,2.0,-2.0,1.0,0.2,1.4749974999999997,0.0,1.2749974999999998,1.2749974999999998,-10.0,-9.0,6760,02-Apr-2024 14:26:17
C091,NAV,NIRMALVYAS:103X:NAV:6760,6.4,8.0,8.0,0.0,68.0,-0.2,0.8927499999999966,3.862024999999998,-2.769275,1.0927499999999966,0.0,2.0,6760,02-Apr-2024 14:26:17
C142,JPT,NISHANTJAIN:106X:JPT:6760,6.7,-28.0,-29.0,-1.0,43.0,-3.6,0.6931649999999885,5.982187499999997,-1.689022500000007,4.293164999999989,1.0,0.0,6760,02-Apr-2024 14:26:17
C137,SIC,OI-1:1062:SIC:3542,0.6,1.0,1.0,0.0,1.0,0.2,0.48175,-0.04020749999999999,0.3219575,0.28175,-1.0,0.0,3542,02-Apr-2024 14:26:17
C146,SIC,OI-1:1062:SIC:3552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3552,02-Apr-2024 14:26:17
C147,SIC,OI-1:1062:SIC:3553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3553,02-Apr-2024 14:26:17
C156,SIC,OI-1:1062:SIC:3570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3570,02-Apr-2024 14:26:17
C234,SIC,OI-1:1062:SIC:3583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3583,02-Apr-2024 14:26:17
C358,SIC,OI-1:1062:SIC:3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584,02-Apr-2024 14:26:17
C360,SIC,OI-1:1062:SIC:3595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3595,02-Apr-2024 14:26:17
C342,SIC,OI-1:1062:SIC:3600,0.4,1.0,1.0,0.0,1.0,0.2,0.401675,0.0,0.201675,0.201675,-1.0,0.0,3600,02-Apr-2024 14:26:17
C482,SIC,OI-1:1062:SIC:3605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3605,02-Apr-2024 14:26:17
C566,SIC,OI-1:1062:SIC:3607,0.2,0.0,0.0,0.0,0.0,0.0,0.059095,0.0,0.059095,0.059095,0.0,0.0,3607,02-Apr-2024 14:26:17
C520,SIC,OI-1:1062:SIC:3610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3610,02-Apr-2024 14:26:17
C699,SIC,OI-1:1062:SIC:3615,0.1,0.0,0.0,0.0,0.0,0.0,0.006787500000000009,-0.04020749999999999,0.046995,0.006787500000000009,0.0,0.0,3615,02-Apr-2024 14:26:17
C700,SIC,OI-1:1062:SIC:3616,0.2,0.0,0.0,0.0,0.0,0.0,0.0445725,-0.04020749999999999,0.08477999999999998,0.0445725,0.0,0.0,3616,02-Apr-2024 14:26:17
C701,SIC,OI-1:1062:SIC:3617,0.3,0.0,0.0,0.0,0.0,0.0,0.1222875,-0.04020749999999999,0.162495,0.1222875,0.0,0.0,3617,02-Apr-2024 14:26:17
C734,SIC,OI-1:1062:SIC:3618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3618,02-Apr-2024 14:26:17
C782,SIC,OI-1:1062:SIC:3620,0.1,0.0,0.0,0.0,0.0,0.0,0.08412,0.0,0.08412,0.08412,0.0,0.0,3620,02-Apr-2024 14:26:17
C797,SIC,OI-1:1062:SIC:3621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3621,02-Apr-2024 14:26:17
C886,SIC,OI-1:1062:SIC:3623,0.1,0.0,0.0,0.0,0.0,0.1,0.17758000000000002,0.0,0.07758,0.07758,0.0,0.0,3623,02-Apr-2024 14:26:17
C922,SIC,OI-1:1062:SIC:3624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3624,02-Apr-2024 14:26:17
D030,SIC,OI-1:1062:SIC:3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3625,02-Apr-2024 14:26:17
C153,SIO,OI-1:1062:SIO:2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,02-Apr-2024 14:26:17
